Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr
  1,   1, 1.08E-08,    5,    1.000,    1.236,    2,  1.1E+08,    0.458,    4,  4.2E+07,    0.853,    3,  7.9E+07,    0.856,    4,  7.9E+07,    1.154,    3,  1.1E+08,    1.353,    3,  1.2E+08,    0.304,    7,  2.8E+07, 8.99E-02,   16,  8.3E+06,    0.536,    5,  4.9E+07,    0.333,    8,  3.1E+07,    0.200,   11,  1.8E+07,    0.261,   10,  2.4E+07,    0.657,    4,  6.1E+07,    0.000,  999,    0.000
