Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr
  1,   1, 2.24E-08,    3,    1.000,    1.653,    2,  7.4E+07,    0.836,    4,  3.7E+07,    1.318,    3,  5.9E+07,    2.114,    3,  9.4E+07,    3.108,    2,  1.4E+08,    2.631,    3,  1.2E+08,    0.686,    6,  3.1E+07,    0.519,    7,  2.3E+07,    1.040,    4,  4.6E+07,    0.815,    5,  3.6E+07,    0.389,    9,  1.7E+07,    0.482,    9,  2.1E+07,    0.867,    5,  3.9E+07,    0.000,  999,    0.000
