Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr
  1,   1, 1.73E-08,    4,    1.000,    1.488,    2,  8.6E+07,    0.693,    4,  4.0E+07,    1.137,    3,  6.6E+07,    1.288,    3,  7.4E+07,    1.969,    3,  1.1E+08,    2.000,    3,  1.2E+08,    0.515,    7,  3.0E+07,    0.277,    9,  1.6E+07,    0.803,    5,  4.6E+07,    0.574,    6,  3.3E+07,    0.302,   11,  1.7E+07,    0.420,    9,  2.4E+07,    0.921,    4,  5.3E+07,    0.000,  999,    0.000
