Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr
  1,   1, 1.23E-09,   17,    1.000,    0.542,    2,  4.4E+08,    0.331,    4,  2.7E+08,    0.379,    4,  3.1E+08,    0.193,    5,  1.6E+08,    0.383,    3,  3.1E+08,    0.271,    5,  2.2E+08, 7.11E-02,   16,  5.8E+07, 8.72E-02,   11,  7.1E+07, 6.63E-02,   13,  5.4E+07, 9.13E-02,   12,  7.4E+07, 1.52E-02,   55,  1.2E+07, 6.76E-02,   13,  5.5E+07,    0.333,    2,  2.7E+08,    0.000,  999,    0.000
