Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr, Cre, Cre %SD, Cre/Cr
  1,   1, 1.30E-07,    2,    1.000,    4.842,    2,  3.7E+07,    1.053,    5,  8.1E+06,    3.165,    3,  2.4E+07,    4.777,    3,  3.7E+07,    5.368,    3,  4.1E+07,    5.452,    3,  4.2E+07,    1.287,    7,  9.9E+06,    0.948,    8,  7.3E+06,    2.149,    5,  1.7E+07,    1.852,    6,  1.4E+07,    0.382,   18,  2.9E+06,    1.078,    8,  8.3E+06,    1.598,    7,  1.2E+07,    0.102,   63,  7.8E+05,    1.312,    6,  1.0E+07
