Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr, Cre, Cre %SD, Cre/Cr
  1,   1, 3.19E-08,    6,    1.000,    1.649,    3,  5.2E+07,    1.188,    4,  3.7E+07,    1.245,    4,  3.9E+07,    0.000,  999,    0.000,    0.960,    4,  3.0E+07,    0.534,    7,  1.7E+07, 9.62E-02,   31,  3.0E+06,    0.328,    9,  1.0E+07,    0.102,   29,  3.2E+06, 2.78E-02,  147,  8.7E+05,    0.000,  999,    0.000,    0.246,   13,  7.7E+06,    0.000,  999,    0.000,    0.155,   21,  4.9E+06,    0.638,    4,  2.0E+07
