Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr, Cre, Cre %SD, Cre/Cr
  1,   1, 9.56E-08,    3,    1.000,    4.098,    2,  4.3E+07,    1.619,    4,  1.7E+07,    2.568,    3,  2.7E+07,    2.403,    3,  2.5E+07,    3.022,    3,  3.2E+07,    3.519,    3,  3.7E+07,    0.917,    6,  9.6E+06,    0.233,   15,  2.4E+06,    1.308,    5,  1.4E+07,    0.947,    7,  9.9E+06,    0.264,   15,  2.8E+06,    0.668,   10,  7.0E+06,    1.117,    7,  1.2E+07,    0.218,   22,  2.3E+06,    1.120,    5,  1.2E+07
