Row, Col, Cr, Cr %SD, Cr/Cr, MM09, MM09 %SD, MM09/Cr, MM12, MM12 %SD, MM12/Cr, MM14, MM14 %SD, MM14/Cr, MM17, MM17 %SD, MM17/Cr, MM20, MM20 %SD, MM20/Cr, MM22, MM22 %SD, MM22/Cr, MM26, MM26 %SD, MM26/Cr, MM27, MM27 %SD, MM27/Cr, MM30, MM30 %SD, MM30/Cr, MM32, MM32 %SD, MM32/Cr, MM36, MM36 %SD, MM36/Cr, MM37, MM37 %SD, MM37/Cr, MM38, MM38 %SD, MM38/Cr, MM40, MM40 %SD, MM40/Cr, Cre, Cre %SD, Cre/Cr
  1,   1, 4.98E-08,    4,    1.000,    1.869,    2,  3.7E+07,    0.859,    6,  1.7E+07,    1.437,    4,  2.9E+07,    1.386,    3,  2.8E+07,    1.812,    3,  3.6E+07,    1.096,    4,  2.2E+07, 9.57E-02,   31,  1.9E+06,    0.268,   10,  5.4E+06,    0.509,    7,  1.0E+07, 7.47E-02,   51,  1.5E+06,    0.000,  999,    0.000,    0.407,   12,  8.2E+06, 1.51E-02,  460,  3.0E+05,    0.000,  999,    0.000,    0.856,    4,  1.7E+07
